log_timestamp,ip,raw,day,hour,minute
1601288759552,192.168.96.252,218.26.54.150 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?gdt_ad_num=0&iclicashsid=NDVlZDZjYmYwZTU2YzI3YzVjMzYwLjU4NDEwMTMt&is_background=0&is_cache=0&opt_ab_test_id=75625&opt_ab_trace=0&opt_ad_context=&opt_androidid=11d60194cc5a3837&opt_app_pkgid=com.jifen.qukan&opt_app_vc=30995000&opt_app_vn=3.9.95.000.0909.1541&opt_bootstrap_v=1.371&opt_brand=vivo&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=2.840&opt_dsp_slotid=7827753&opt_exp_id=1%2C67782%2C79562%2C82572&opt_ideaid=0&opt_imei=863673049180730&opt_imsi=460018339315158&opt_limit_price=0&opt_mediaid=80000001&opt_meid=&opt_memberid=63647946&opt_model=vivo+Z1i&opt_nettype=NETTYPE_LTE&opt_oaid=47b94e6a6096be51a4737f25149a0413d4fe9dc091aaa26a29fd8b909a0eafeb&opt_orientation=0&opt_os_version=9&opt_report_type=0&opt_sdk_adtype=4&opt_searchid=NDVlZDZjYmYwZTU2YzI3YzVjMzYwLjU4NDEwMTMt&opt_seq_id=1&opt_slotid=7827753&opt_src=ADX&opt_unique_slotid=null&opt_v=2.840&os=Android&sh=2201&sw=1080&t=dsp_reqid&timestamp=1601288757395&toutiao_ad_num=0&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 9; vivo Z1i Build/PKQ1.180819.001)" "218.26.54.150" "-" 0.000 "tuid=kzFD2JyL3Bpd6O88Zcwfnw" "tkid=ACGTMUPYnIvcGl3o7zxlzB-f4UXPqT4qfl40NzUxNDk1MDg5NTIyNQ",2020-09-28,18,25
1601288759818,192.168.96.8,171.92.69.56 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?gdt_ad_num=0&iclicashsid=YjE3ZTY3MzI2NGM2NjIxYWJiOGQwLjc0MTEwMTMx&is_background=0&is_cache=0&opt_ab_test_id=&opt_ab_trace=0&opt_ad_context=&opt_androidid=43068f215b6bbb45&opt_app_pkgid=com.jifen.qukan&opt_app_vc=30997000&opt_app_vn=3.9.97.000.0923.1549&opt_bootstrap_v=&opt_brand=HUAWEI&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=2.840&opt_dsp_slotid=7641003&opt_exp_id=1%2C79562%2C82572%2C82731&opt_ideaid=0&opt_imei=865304042606731&opt_imsi=460037781297814&opt_limit_price=0&opt_mediaid=80000001&opt_meid=865304042572982&opt_memberid=447225400&opt_model=SNE-AL00&opt_nettype=NETTYPE_LTE&opt_oaid=7b3eefbd-5f78-a389-7fc7-ffb3fb1b6d98&opt_orientation=0&opt_os_version=9&opt_report_type=0&opt_sdk_adtype=3&opt_searchid=YjE3ZTY3MzI2NGM2NjIxYWJiOGQwLjc0MTEwMTMx&opt_seq_id=1&opt_slotid=7641003&opt_src=ADX&opt_unique_slotid=null&opt_v=2.840&os=Android&sh=2250&sw=1080&t=dsp_reqid&timestamp=1601288758489&toutiao_ad_num=0&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 9; SNE-AL00 Build/HUAWEISNE-AL00)" "171.92.69.56" "-" 0.000 "tuid=srSJKbIVL1PIBiaUVt-CFg" "tkid=ACGytIkpshUvU8gGJpRW34IWopV6kHeSEww0NzUxNDk1MDg5NTIyNQ",2020-09-28,18,25
1601288759981,192.168.86.64,113.129.83.153 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?iclicashsid=ZWYwYzgyNWY5ZDkxNjM3M2RmYjIwLjQzNTEwMTM5&opt_ab_test_id=&opt_ab_trace=0&opt_ad_context=&opt_androidid=82fb618be479e9e2&opt_app_pkgid=com.lechuan.midunovel&opt_app_vc=5311&opt_app_vn=5.31.1.0927.1129&opt_bootstrap_v=1.372&opt_brand=vivo&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=&opt_dsp_slotid=8001120264500885&opt_exp_id=3%2C47296%2C62107%2C66927%2C67832%2C69658%2C75154%2C75298%2C76370%2C77715%2C77750%2C80277%2C80654%2C80835%2C81280%2C81499%2C81623%2C81718%2C82017%2C82236%2C82351%2C82359%2C82405%2C82545&opt_ideaid=0&opt_imei=865937039321606&opt_imsi=460110317844600&opt_limit_price=0&opt_mediaid=80001098&opt_meid=865937039321606&opt_memberid=947049207&opt_model=vivo+Y67L&opt_nettype=NETTYPE_LTE&opt_oaid=&opt_orientation=0&opt_os_version=6.0&opt_report_type=0&opt_sdk_adtype=3&opt_searchid=ZWYwYzgyNWY5ZDkxNjM3M2RmYjIwLjQzNTEwMTM5&opt_seq_id=1&opt_slotid=7124677&opt_src=GDT&opt_unique_slotid=null&opt_v=2.830-spe01&os=Android&sh=1280&sw=720&t=dsp_reqid&timestamp=1601288759407&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0; vivo Y67L Build/MRA58K)" "113.129.83.153" "-" 0.000 "tuid=4mBVly03QqWYhTxQUGECiw" "tkid=ACHiYFWXLTdCpZiFPFBQYQKLvGBpYLh5uphtaWR1",2020-09-28,18,25
1601288759116,192.168.86.63,36.108.59.45 - - [28/Sep/2020:18:25:58 +0800] "GET /bidsdk?baidu_ad_num=0&gdt_ad_num=0&iclicashsid=NGJjNmFjNWRjNzgwNmEyYjk0MDAwLjcxMzEwMTMt&is_background=0&is_cache=0&ks_ad_num=0&opt_ab_test_id=&opt_ab_trace=0&opt_ad_context=&opt_androidid=935f7a2ec2a4edbf&opt_app_pkgid=com.lechuan.mdwz&opt_app_vc=102500&opt_app_vn=1.25.0.0927.1150&opt_bootstrap_v=1.372&opt_brand=HUAWEI&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=2.830-spe01&opt_dsp_slotid=7930188&opt_exp_id=3%2C47297%2C54408%2C57819%2C62106%2C66284%2C66925%2C67831%2C69659%2C75153%2C75248%2C75272%2C75297%2C76370%2C77714%2C77724%2C77748%2C79475%2C79480%2C79768%2C79890%2C80277%2C80654%2C80746%2C80835%2C81280%2C81499%2C81530%2C81622%2C81718%2C81722%2C82018%2C82236%2C82361%2C82388%2C82425%2C82544%2C82575&opt_ideaid=0&opt_imei=863079041468919&opt_imsi=460030994949764&opt_limit_price=0&opt_mediaid=80004786&opt_meid=863079041391004&opt_memberid=1133797707&opt_model=JKM-AL00b&opt_nettype=NETTYPE_LTE&opt_oaid=fffbdffc-f8ef-9f31-aae5-69f56fff5a1b&opt_orientation=0&opt_os_version=9&opt_report_type=0&opt_sdk_adtype=3&opt_searchid=NGJjNmFjNWRjNzgwNmEyYjk0MDAwLjcxMzEwMTMt&opt_seq_id=1&opt_slotid=7930188&opt_src=ADX&opt_unique_slotid=null&opt_v=2.830-spe01&os=Android&sh=2137&sw=1080&t=dsp_reqid&timestamp=1601288759040&toutiao_ad_num=0&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 9; JKM-AL00b Build/HUAWEIJKM-AL00b)" "36.108.59.45" "-" 0.000 "tuid=GDs9-eSiSPDwJcMQ7SV-5A" "tkid=ACEYOz355KJI8PAlwxDtJX7kxx5-7uYLZt9tZHd6",2020-09-28,18,25
1601288759958,192.168.86.52,117.136.99.99 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?baidu_ad_num=0&gdt_ad_num=0&iclicashsid=NmJlZmRlM2RlZWZjOTUwMzQzNmYwLjE0OTEwMTMt&is_background=0&is_cache=0&ks_ad_num=0&opt_ab_test_id=&opt_ab_trace=0&opt_ad_context=&opt_androidid=4967c61ea26da83a&opt_app_pkgid=com.lechuan.mdwz&opt_app_vc=102500&opt_app_vn=1.25.0.0927.1150&opt_bootstrap_v=1.372&opt_brand=OPPO&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=2.830-spe01&opt_dsp_slotid=7930188&opt_exp_id=3%2C47295%2C62105%2C66925%2C66928%2C67831%2C69658%2C75154%2C75247%2C75273%2C75297%2C76045%2C76046%2C76137%2C76370%2C77709%2C77719%2C77748%2C79337%2C79475%2C79479%2C79890%2C80277%2C80655%2C80746%2C80836%2C81016%2C81279%2C81316%2C81500%2C81623%2C81719%2C81724%2C82235%2C82349%2C82362%2C82407%2C82425%2C82544&opt_ideaid=0&opt_imei=&opt_imsi=&opt_limit_price=0&opt_mediaid=80004786&opt_meid=&opt_memberid=404214206&opt_model=PAAM00&opt_nettype=NETTYPE_LTE&opt_oaid=FD510008E9E4447286DAAEF9B2CC2AF68d47ea4099e28a915347d28b636cdc84&opt_orientation=0&opt_os_version=10&opt_report_type=0&opt_sdk_adtype=3&opt_searchid=NmJlZmRlM2RlZWZjOTUwMzQzNmYwLjE0OTEwMTMt&opt_seq_id=1&opt_slotid=7930188&opt_src=ADX&opt_unique_slotid=null&opt_v=2.830-spe01&os=Android&sh=2200&sw=1080&t=dsp_reqid&timestamp=1601288759612&toutiao_ad_num=0&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 10; PAAM00 Build/QKQ1.191224.003)" "117.136.99.99" "-" 0.000 "tuid=unxnfx4jQXEY5m64Pw5OYw" "tkid=ACG6fGd_HiNBcRjmbrg_Dk5jVvfrSvmSj0dtZHd6",2020-09-28,18,25
1601288758918,192.168.97.81,223.104.64.26 - - [28/Sep/2020:18:25:58 +0800] "GET /bidsdk?iclicashsid=N2E5YzI3YWRjOTAxODVlNTIxMGEwLjkzMTEwMTMt&opt_ab_test_id=75626&opt_ab_trace=0&opt_ad_context=&opt_androidid=7f5fb990a00087ee&opt_app_pkgid=com.jifen.qukan&opt_app_vc=30997000&opt_app_vn=3.9.97.000.0923.1549&opt_bootstrap_v=1.371&opt_brand=vivo&opt_channel=15&opt_current_index=3&opt_current_page=1&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=3.2.1&opt_dsp_slotid=5015000222&opt_exp_id=1%2C67782%2C79562%2C82572%2C82731&opt_ideaid=0&opt_imei=864282039619431&opt_imsi=460007402114545&opt_limit_price=0&opt_mediaid=80000001&opt_meid=&opt_memberid=1115685488&opt_model=vivo+Y67&opt_nettype=NETTYPE_LTE&opt_oaid=&opt_orientation=0&opt_os_version=6.0&opt_report_type=0&opt_sdk_adtype=3&opt_searchid=N2E5YzI3YWRjOTAxODVlNTIxMGEwLjkzMTEwMTMt&opt_seq_id=1&opt_slotid=7239014&opt_src=KUAISHOU&opt_unique_slotid=null&opt_v=2.840&os=Android&sh=1280&sw=720&t=dsp_reqid&timestamp=1601288757123&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0; vivo Y67 Build/MRA58K)" "223.104.64.26" "-" 0.000 "tuid=Wb7GCqLNhQx4t1IrkVUQLg" "tkid=ACFZvsYKos2FDHi3UiuRVRAuu4XJ6L27u7M0NzUxNDk1MDg5NTIyNQ",2020-09-28,18,25
1601288759294,192.168.86.71,112.86.71.92 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?iclicashsid=OTljYTliZTAxNjZhN2FmYmMwMjIwLjgzMS0yMDUt&opt_ab_test_id=&opt_ab_trace=0&opt_ad_context=&opt_androidid=a8b10eaa1d57b463&opt_app_pkgid=com.lechuan.midunovel&opt_app_vc=5310&opt_app_vn=5.31.0.0925.1759&opt_bootstrap_v=1.372&opt_brand=OPPO&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=2.9.7.0&opt_dsp_slotid=945146415&opt_exp_id=3%2C47295%2C57820%2C62106%2C69656%2C75154%2C75298%2C76369%2C77710%2C77749%2C80278%2C80655%2C80835%2C81280%2C81499%2C81530%2C81622%2C81711%2C81717%2C82236%2C82360%2C82545%2C82717&opt_ideaid=0&opt_imei=866092031468614&opt_imsi=460013896007570&opt_limit_price=0&opt_mediaid=80001098&opt_meid=&opt_memberid=1049087&opt_model=OPPO+A57&opt_nettype=NETTYPE_WIFI&opt_oaid=&opt_orientation=0&opt_os_version=6.0.1&opt_report_type=0&opt_sdk_adtype=3&opt_searchid=OTljYTliZTAxNjZhN2FmYmMwMjIwLjgzMS0yMDUt&opt_seq_id=1&opt_slotid=7124677&opt_src=TOUTIAO&opt_unique_slotid=null&opt_v=2.830-spe01&os=Android&sh=1280&sw=720&t=dsp_reqid&timestamp=1601288759215&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; OPPO A57 Build/MMB29M)" "112.86.71.92" "-" 0.000 "tuid=uqghhfg0SkCNastwnk3XWQ" "tkid=ACG6qCGF-DRKQI1qy3CeTddZMP8B3kmJzZhtaWR1",2020-09-28,18,25
1601288759611,192.168.86.61,183.93.235.235 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?gdt_ad_num=0&iclicashsid=NmVjMzc3ZDdlNTU2MGIyOTc0OGUwLjcyNS0yMDU3&is_background=0&is_cache=0&opt_ab_test_id=81892%2C81892&opt_ab_trace=0&opt_ad_context=&opt_androidid=750733f756176b82&opt_app_pkgid=com.jifen.qukan&opt_app_vc=30997000&opt_app_vn=3.9.97.000.0923.1549&opt_bootstrap_v=1.371&opt_brand=vivo&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=2.840&opt_dsp_slotid=7052854&opt_exp_id=1%2C79562%2C82572%2C82731&opt_ideaid=0&opt_imei=&opt_imsi=&opt_limit_price=0&opt_mediaid=80000001&opt_meid=&opt_memberid=768462681&opt_model=V1829A&opt_nettype=NETTYPE_WIFI&opt_oaid=7f1d345187d22c8d8e4e77c078404227d63b75f39676d9ae57093ca53ed2a45a&opt_orientation=0&opt_os_version=10&opt_report_type=0&opt_sdk_adtype=5&opt_searchid=NmVjMzc3ZDdlNTU2MGIyOTc0OGUwLjcyNS0yMDU3&opt_seq_id=1&opt_slotid=7052854&opt_src=ADX&opt_unique_slotid=null&opt_v=2.840&os=Android&sh=2214&sw=1080&t=dsp_reqid&timestamp=1601288761229&toutiao_ad_num=0&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 10; V1829A Build/QP1A.190711.020)" "183.93.235.235" "-" 0.000 "tuid=4z8sPB3j5ZnZ8TYdXJzkAA" "tkid=ACHjPyw8HePlmdnxNh1cnOQAYfT3pcly4vI0NzUxNDk1MDg5NTIyNQ",2020-09-28,18,25
1601288759515,192.168.86.69,123.101.153.106 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?iclicashsid=OGNjNTY0Mzk3MmU3Zjg0OGU3ZTMwLjYzMS0yMDUt&opt_ab_test_id=81528%2C81528&opt_ab_trace=0&opt_ad_context=&opt_androidid=d6b085c3cdf95528&opt_app_pkgid=com.jifen.qukan&opt_app_vc=30997000&opt_app_vn=3.9.97.000.0923.1549&opt_bootstrap_v=&opt_brand=HUAWEI&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=&opt_dsp_slotid=8040196644591602&opt_exp_id=1%2C67782%2C79562%2C82572%2C82731&opt_ideaid=0&opt_imei=869236042099523&opt_imsi=460036031765772&opt_limit_price=0&opt_mediaid=80000001&opt_meid=869236042099515&opt_memberid=1016606654&opt_model=ATU-AL10&opt_nettype=NETTYPE_WIFI&opt_oaid=77af63f6-f5b5-c029-ebe7-deb79d5f7415&opt_orientation=0&opt_os_version=8.0.0&opt_report_type=0&opt_sdk_adtype=4&opt_searchid=OGNjNTY0Mzk3MmU3Zjg0OGU3ZTMwLjYzMS0yMDUt&opt_seq_id=1&opt_slotid=7691809&opt_src=GDT&opt_unique_slotid=null&opt_v=2.840&os=Android&sh=1358&sw=720&t=dsp_reqid&timestamp=1601288758460&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 8.0.0; ATU-AL10 Build/HUAWEIATU-AL10)" "123.101.153.106" "-" 0.000 "tuid=sVZ4FanbA7Jt8zwB55lPRQ" "tkid=ACGxVngVqdsDsm3zPAHnmU9F4OlpY_lY2Bw0NzUxNDk1MDg5NTIyNQ",2020-09-28,18,25
1601288759877,192.168.86.41,1.86.154.160 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?iclicashsid=ZTFmYWVlYjhlN2MwNGRjNWM5ODMwLjQyNDEwMTM1&opt_ab_test_id=&opt_ab_trace=0&opt_ad_context=&opt_androidid=d418aebf8bac2380&opt_app_pkgid=com.jifen.qukan&opt_app_vc=30995000&opt_app_vn=3.9.95.000.0909.1541&opt_bootstrap_v=1.371&opt_brand=HUAWEI&opt_channel=14&opt_current_index=9&opt_current_page=1&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=&opt_dsp_slotid=2021723283470903&opt_exp_id=1%2C67783%2C79562%2C82572&opt_ideaid=0&opt_imei=&opt_imsi=&opt_limit_price=0&opt_mediaid=80000001&opt_meid=&opt_memberid=417267233&opt_model=JER-AN10&opt_nettype=NETTYPE_LTE&opt_oaid=0f4eae2d-8f3b-456c-b936-aa2c2c68b3a4&opt_orientation=0&opt_os_version=10&opt_report_type=0&opt_sdk_adtype=3&opt_searchid=ZTFmYWVlYjhlN2MwNGRjNWM5ODMwLjQyNDEwMTM1&opt_seq_id=1&opt_slotid=7000128&opt_src=GDT&opt_unique_slotid=null&opt_v=2.840&os=Android&sh=2214&sw=1080&t=dsp_reqid&timestamp=1601288716109&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 10; JER-AN10 Build/HUAWEIJER-AN10)" "1.86.154.160" "-" 0.000 "tuid=tMVB_c59r6QF9-qvE-kVHQ" "tkid=ACG0xUH9zn2vpAX36q8T6RUdtWwSSvybn5s0NzUxNDk1MDg5NTIyNQ",2020-09-28,18,25
1601288759668,192.168.86.63,42.90.73.198 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?baidu_ad_num=0&gdt_ad_num=0&iclicashsid=ODQ1NDRhMjQyOTAxY2IyYjJmYWUwLjM4NTEwMTMt&is_background=0&is_cache=0&ks_ad_num=0&opt_ab_test_id=&opt_ab_trace=0&opt_ad_context=&opt_androidid=89bdeeeb54f8d080&opt_app_pkgid=com.lechuan.mdwz&opt_app_vc=102500&opt_app_vn=1.25.0.0927.1150&opt_bootstrap_v=1.372&opt_brand=HUAWEI&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=2.830-spe01&opt_dsp_slotid=7174416&opt_exp_id=3%2C47295%2C62106%2C66926%2C66927%2C69656%2C75153%2C75250%2C75272%2C75298%2C76046%2C76136%2C76370%2C77715%2C77722%2C77750%2C79337%2C79478%2C79479%2C79890%2C80277%2C80655%2C80745%2C80836%2C81015%2C81279%2C81499%2C81533%2C81622%2C81719%2C81724%2C82017%2C82235%2C82351%2C82359%2C82407%2C82425%2C82542%2C82544&opt_ideaid=0&opt_imei=&opt_imsi=&opt_limit_price=0&opt_mediaid=80004786&opt_meid=&opt_memberid=890290092&opt_model=CDY-AN00&opt_nettype=NETTYPE_LTE&opt_oaid=08b4f184-5375-48d9-a0ea-b141cda5a643&opt_orientation=0&opt_os_version=10&opt_report_type=0&opt_sdk_adtype=3&opt_searchid=ODQ1NDRhMjQyOTAxY2IyYjJmYWUwLjM4NTEwMTMt&opt_seq_id=1&opt_slotid=7174416&opt_src=ADX&opt_unique_slotid=null&opt_v=2.830-spe01&os=Android&sh=2292&sw=1080&t=dsp_reqid&timestamp=1601288759260&toutiao_ad_num=0&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 10; CDY-AN00 Build/HUAWEICDY-AN00)" "42.90.73.198" "-" 0.000 "tuid=uJGP5XV15M35rlnDs5ZINw" "tkid=ACG4kY_ldXXkzfmuWcOzlkg3EfxOZlg4xvBtZHd6",2020-09-28,18,25
1601288759405,192.168.96.1,223.73.61.101 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?baidu_ad_num=0&gdt_ad_num=0&iclicashsid=NjhmYTIxODg4ZjY0MWQ0ZmE5MzcwLjQwOTE3MzQt&is_background=0&is_cache=0&ks_ad_num=0&opt_ab_test_id=&opt_ab_trace=0&opt_ad_context=&opt_androidid=697f33437bf4fa02&opt_app_pkgid=com.lechuan.mdwz&opt_app_vc=102500&opt_app_vn=1.25.0.0927.1150&opt_bootstrap_v=1.372&opt_brand=OPPO&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=2.830-spe01&opt_dsp_slotid=7174416&opt_exp_id=3%2C47297%2C54408%2C62105%2C66284%2C66926%2C66927%2C67832%2C69660%2C75153%2C75249%2C75273%2C75297%2C76370%2C77710%2C77726%2C77748%2C79476%2C79480%2C79768%2C79889%2C80277%2C80655%2C80746%2C80836%2C81280%2C81500%2C81623%2C81712%2C81719%2C81722%2C82236%2C82408%2C82545%2C82575%2C82577&opt_ideaid=0&opt_imei=866493039943857&opt_imsi=460078139994228&opt_limit_price=0&opt_mediaid=80004786&opt_meid=&opt_memberid=1140080948&opt_model=OPPO+A57&opt_nettype=NETTYPE_WIFI&opt_oaid=&opt_orientation=0&opt_os_version=6.0.1&opt_report_type=0&opt_sdk_adtype=3&opt_searchid=NjhmYTIxODg4ZjY0MWQ0ZmE5MzcwLjQwOTE3MzQt&opt_seq_id=1&opt_slotid=7174416&opt_src=ADX&opt_unique_slotid=null&opt_v=2.830-spe01&os=Android&sh=1280&sw=720&t=dsp_reqid&timestamp=1601288760042&toutiao_ad_num=0&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; OPPO A57 Build/MMB29M)" "223.73.61.101" "-" 0.000 "tuid=-UHScWViF3Cfm6TJm-GZDg" "tkid=ACH5QdJxZWIXcJ-bpMmb4ZkOtTCiVYFSoaltZHd6",2020-09-28,18,25
1601288759534,192.168.91.251,60.255.72.191 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?iclicashsid=MzljZTJmNmFmNDdkNDY2MTJmYmUwLjgwNjU1OTYt&opt_ab_test_id=&opt_ab_trace=0&opt_ad_context=&opt_androidid=a26861b981057015&opt_app_pkgid=com.lechuan.midunovel&opt_app_vc=5311&opt_app_vn=5.31.1.0927.1129&opt_bootstrap_v=1.372&opt_brand=OPPO&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=2.9.7.0&opt_dsp_slotid=903425301&opt_exp_id=3%2C47295%2C62105%2C66928%2C67832%2C69656%2C75154%2C75298%2C76047%2C76370%2C77710%2C77747%2C80278%2C80654%2C80836%2C81015%2C81280%2C81500%2C81622%2C81712%2C81718%2C81729%2C82236%2C82362%2C82408%2C82420%2C82545&opt_ideaid=0&opt_imei=&opt_imsi=&opt_limit_price=0&opt_mediaid=80001098&opt_meid=&opt_memberid=&opt_model=PCLM10&opt_nettype=NETTYPE_WIFI&opt_oaid=DC64662CCCF94FFDB3248399D3E89BA4ff604b7a3d94a4491c015ed5bb05b0e4&opt_orientation=0&opt_os_version=10&opt_report_type=0&opt_sdk_adtype=3&opt_searchid=MzljZTJmNmFmNDdkNDY2MTJmYmUwLjgwNjU1OTYt&opt_seq_id=1&opt_slotid=7248817&opt_src=TOUTIAO&opt_unique_slotid=null&opt_v=2.821&os=Android&sh=2332&sw=1080&t=dsp_reqid&timestamp=1601288760431&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 10; PCLM10 Build/QKQ1.191021.002)" "60.255.72.191" "-" 0.000 "tuid=EfdBIzu1NwgFgy2EuM0KXg" "tkid=ACER90EjO7U3CAWDLYS4zQpe-moD57lMd-ZtaWR1",2020-09-28,18,25
1601288759293,192.168.96.212,112.38.102.156 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?iclicashsid=MTM2NzdhODI5MWMwNWRkZjRiNDIwLjM4MjU1OTYx&opt_ab_test_id=&opt_ab_trace=0&opt_ad_context=&opt_androidid=26c0702da435b898&opt_app_pkgid=com.jifen.qukan&opt_app_vc=30997000&opt_app_vn=3.9.97.000.0923.1549&opt_bootstrap_v=1.371&opt_brand=OPPO&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=&opt_dsp_slotid=7020299644595582&opt_exp_id=1%2C67782%2C79562%2C82572%2C82731&opt_ideaid=0&opt_imei=812345678912345&opt_imsi=460014895451261&opt_limit_price=0&opt_mediaid=80000001&opt_meid=&opt_memberid=461311322&opt_model=OPPO+R7s&opt_nettype=NETTYPE_WIFI&opt_oaid=&opt_orientation=0&opt_os_version=4.4.4&opt_report_type=0&opt_sdk_adtype=4&opt_searchid=MTM2NzdhODI5MWMwNWRkZjRiNDIwLjM4MjU1OTYx&opt_seq_id=1&opt_slotid=7421200&opt_src=GDT&opt_unique_slotid=null&opt_v=2.810&os=Android&sh=1800&sw=1080&t=dsp_reqid&timestamp=1601288758394&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; OPPO R7s Build/KTU84P)" "112.38.102.156" "-" 0.000 "tuid=XKeOvljDaHhs6u930ydeww" "tkid=ACFcp46-WMNoeGzq73fTJ17DvShmsGWEYQM0NzUxNDk1MDg5NTIyNQ",2020-09-28,18,25
1601288759958,192.168.95.53,58.178.72.92 - - [28/Sep/2020:18:25:59 +0800] "GET /bidsdk?iclicashsid=ZTViNDA0MGFhZGRmNWZmMTk0M2YwLjIzODU1OTYt&opt_ab_test_id=75625&opt_ab_trace=0&opt_ad_context=&opt_androidid=46434c7c49afbdac&opt_app_pkgid=com.jifen.qukan&opt_app_vc=30997000&opt_app_vn=3.9.97.000.0923.1549&opt_bootstrap_v=1.371&opt_brand=HONOR&opt_channel=&opt_current_index=0&opt_current_page=0&opt_dsp_bidding_mode=rtb&opt_dsp_sdk_version=2.9.7.0&opt_dsp_slotid=945155508&opt_exp_id=1%2C67782%2C68535%2C75625%2C75762%2C75935%2C77016%2C77217%2C78044%2C78612%2C78733%2C79561%2C80368%2C80553%2C81678%2C81731%2C81821%2C82046%2C82064%2C82097%2C82201%2C82243%2C82299%2C82365%2C82541%2C82554%2C82573&opt_ideaid=0&opt_imei=862989035134734&opt_imsi=460001355069052&opt_limit_price=0&opt_mediaid=80000001&opt_meid=&opt_memberid=55670569&opt_model=KNT-UL10&opt_nettype=NETTYPE_WIFI&opt_oaid=effbcfb7-67ef-8b51-6dbd-fdfeba6c6797&opt_orientation=0&opt_os_version=8.0.0&opt_report_type=0&opt_sdk_adtype=3&opt_searchid=ZTViNDA0MGFhZGRmNWZmMTk0M2YwLjIzODU1OTYt&opt_seq_id=1&opt_slotid=7641003&opt_src=TOUTIAO&opt_unique_slotid=null&opt_v=2.840&os=Android&sh=1812&sw=1080&t=dsp_reqid&timestamp=1601288713600&v=1.6.0 HTTP/1.1" 200 0 "-" "Dalvik/2.1.0 (Linux; U; Android 8.0.0; KNT-UL10 Build/HUAWEIKNT-UL10)" "58.178.72.92" "-" 0.000 "tuid=HYD0JhtEQq-ONxROy3rrkg" "tkid=ACAdgPQmG0RCr443FE7LeuuSgWZaWF7EaQI0NzUxNDk1MDg5NTIyNQ",2020-09-28,18,25
